nivel_ruido,gases_toxicos,horas_turno,iluminacao,epis_usado,setor,clima,risco
70.0,37.58480460622968,9.0,730.0,não,montagem,quente,alto
97.0,24.162683640789368,6.0,569.0,não,pintura,moderado,alto
82.0,44.158180405538936,8.0,177.0,sim,montagem,quente,alto
112.0,18.218390806040574,7.0,707.0,sim,soldagem,moderado,alto
83.0,14.887486718496056,10.0,979.0,sim,soldagem,quente,baixo
115.0,11.09985650766529,8.0,515.0,sim,montagem,moderado,alto
94.0,27.06384700427538,7.0,175.0,sim,soldagem,moderado,alto
83.0,14.542562553986038,7.0,993.0,não,montagem,moderado,alto
104.0,35.971374437771665,8.0,296.0,sim,soldagem,frio,alto
115.0,12.171309921799306,,471.0,não,pintura,moderado,
102.0,25.742015031076885,11.0,575.0,sim,montagem,quente,alto
78.0,30.992346265858274,11.0,511.0,não,montagem,moderado,alto
110.0,24.044465442687148,9.0,832.0,não,soldagem,frio,alto
75.0,2.1149121708251393,9.0,,sim,montagem,moderado,baixo
72.0,16.803001440959385,9.0,341.0,sim,soldagem,frio,baixo
109.0,42.150446629295615,9.0,325.0,não,montagem,moderado,alto
107.0,35.26876997489678,8.0,921.0,,montagem,quente,alto
110.0,49.422262429295934,9.0,,não,,,alto
72.0,14.619761765891253,9.0,,sim,montagem,,baixo
84.0,46.527622863119305,7.0,,sim,soldagem,moderado,alto
114.0,21.33475652962228,9.0,824.0,não,soldagem,moderado,alto
97.0,3.6827333181423896,6.0,702.0,sim,soldagem,quente,alto
105.0,17.95075288010543,9.0,497.0,não,soldagem,quente,alto
116.0,10.101533579993982,7.0,975.0,sim,,quente,alto
70.0,14.227895230640419,,229.0,não,soldagem,frio,alto
100.0,16.703950292527704,6.0,106.0,sim,pintura,frio,alto
106.0,15.56152654453346,7.0,950.0,sim,montagem,quente,alto
83.0,1.6829167843021686,11.0,249.0,sim,montagem,frio,baixo
100.0,14.725339696157175,8.0,501.0,sim,montagem,quente,alto
111.0,29.615084595746055,11.0,601.0,não,pintura,frio,alto
119.0,38.828656887641024,6.0,832.0,sim,montagem,,alto
90.0,0.30653508492570203,7.0,443.0,sim,soldagem,frio,baixo
100.0,4.995706324228339,6.0,491.0,não,pintura,moderado,alto
70.0,31.16443319826267,9.0,582.0,sim,soldagem,quente,alto
95.0,3.9176250519375344,11.0,966.0,não,,frio,alto
84.0,0.8110172623260026,,526.0,não,montagem,quente,baixo
72.0,15.76606115740008,11.0,327.0,sim,pintura,quente,baixo
83.0,34.6328389257397,9.0,226.0,não,montagem,moderado,alto
97.0,42.635573559305726,9.0,905.0,não,montagem,quente,alto
113.0,,6.0,685.0,não,pintura,quente,alto
76.0,23.79453692370774,9.0,789.0,sim,pintura,quente,baixo
115.0,26.26199768396698,9.0,788.0,sim,soldagem,quente,alto
100.0,22.357953944793074,10.0,333.0,não,montagem,quente,alto
105.0,39.075870311262655,9.0,903.0,não,pintura,quente,alto
114.0,30.938040392691,6.0,,sim,montagem,frio,alto
115.0,7.263827548706231,8.0,818.0,não,soldagem,quente,alto
77.0,46.889318123826065,8.0,499.0,sim,pintura,moderado,alto
119.0,9.41202666316056,6.0,713.0,não,pintura,,alto
106.0,8.648450017885533,8.0,186.0,sim,montagem,moderado,alto
112.0,18.32977605606102,9.0,946.0,não,montagem,moderado,alto
78.0,18.66737350448229,8.0,809.0,sim,pintura,moderado,baixo
102.0,4.05860512927021,11.0,,não,pintura,quente,alto
100.0,4.9090626620823254,10.0,379.0,sim,soldagem,frio,alto
107.0,48.62050768696003,6.0,408.0,não,,quente,alto
99.0,5.949795678269254,7.0,795.0,sim,pintura,frio,alto
109.0,47.98068855476849,9.0,531.0,sim,montagem,quente,alto
70.0,34.541048917694425,8.0,,sim,pintura,moderado,alto
105.0,10.89303975048162,7.0,376.0,não,montagem,quente,alto
114.0,20.610087583392932,10.0,492.0,não,pintura,moderado,alto
81.0,11.551046643093471,11.0,155.0,não,pintura,frio,alto
93.0,11.704072776443674,8.0,652.0,não,,quente,alto
93.0,32.39537603382006,10.0,910.0,sim,soldagem,frio,alto
99.0,16.8159121859625,9.0,,,soldagem,quente,alto
105.0,42.39644650733164,9.0,726.0,sim,soldagem,moderado,alto
100.0,26.342782144465115,6.0,891.0,não,soldagem,moderado,
116.0,13.080095162901717,6.0,911.0,,pintura,quente,alto
96.0,1.7275954346643418,6.0,332.0,não,soldagem,frio,alto
111.0,29.656122102562087,8.0,631.0,não,montagem,,alto
76.0,46.86805845070276,9.0,262.0,não,soldagem,moderado,alto
100.0,25.30739192926026,11.0,325.0,sim,pintura,frio,alto
97.0,27.08923286052134,8.0,703.0,não,montagem,moderado,alto
70.0,13.485754044662057,11.0,916.0,não,pintura,quente,alto
94.0,32.82506728648923,8.0,232.0,não,pintura,moderado,alto
78.0,25.379099995043102,7.0,147.0,sim,pintura,quente,baixo
106.0,35.71258240942875,11.0,949.0,sim,pintura,quente,alto
110.0,6.038639125314998,8.0,300.0,não,pintura,frio,alto
84.0,11.530352975186892,10.0,169.0,não,pintura,frio,alto
105.0,41.23631926643282,9.0,682.0,,montagem,quente,alto
106.0,48.343350219965,8.0,466.0,sim,montagem,quente,alto
93.0,40.90738754025182,8.0,,não,montagem,moderado,alto
87.0,22.308999738805646,6.0,738.0,sim,pintura,moderado,baixo
110.0,3.6121912405056134,6.0,377.0,sim,soldagem,quente,alto
100.0,43.75828430543341,10.0,196.0,não,montagem,frio,alto
96.0,40.42122955950177,,728.0,não,soldagem,frio,alto
87.0,48.02020415460266,11.0,418.0,sim,soldagem,moderado,alto
85.0,20.476444571332653,7.0,360.0,não,pintura,quente,alto
76.0,34.53393884488287,6.0,914.0,sim,pintura,moderado,alto
105.0,7.936605587361001,6.0,190.0,,montagem,frio,alto
,45.873986223060136,9.0,405.0,não,montagem,moderado,alto
76.0,34.973259877308166,11.0,,sim,,,alto
107.0,36.10205733217738,8.0,976.0,sim,montagem,frio,alto
116.0,33.68036945068222,,567.0,sim,pintura,frio,alto
70.0,36.01731056550477,8.0,325.0,sim,pintura,frio,alto
105.0,7.591503325513754,7.0,184.0,sim,soldagem,quente,alto
115.0,33.82790056423053,,114.0,não,soldagem,quente,alto
92.0,19.652346929730207,9.0,821.0,sim,pintura,moderado,alto
114.0,16.75711224011536,7.0,984.0,não,montagem,moderado,alto
76.0,12.969525219000822,,148.0,não,pintura,moderado,alto
74.0,43.221505804659095,8.0,441.0,não,pintura,,alto
95.0,36.93999446995059,8.0,778.0,não,montagem,quente,alto
81.0,14.83562808877838,6.0,213.0,,pintura,moderado,baixo
73.0,5.460410021775131,10.0,169.0,não,,moderado,alto
90.0,21.270411263524245,9.0,208.0,sim,soldagem,frio,baixo
118.0,30.797332472605852,10.0,115.0,sim,soldagem,quente,alto
109.0,0.5028472444080667,8.0,409.0,sim,soldagem,moderado,alto
81.0,,6.0,977.0,sim,soldagem,frio,baixo
111.0,5.179289191099884,10.0,959.0,sim,montagem,quente,alto
117.0,40.93020898546856,6.0,257.0,não,pintura,frio,alto
77.0,33.549270056404936,6.0,585.0,não,pintura,frio,alto
100.0,19.001849404364883,7.0,978.0,sim,soldagem,quente,alto
93.0,11.15780402359855,6.0,941.0,não,pintura,frio,alto
94.0,19.166747352354268,9.0,166.0,não,pintura,moderado,alto
116.0,,8.0,396.0,sim,soldagem,frio,alto
104.0,3.3760522753806645,8.0,,não,montagem,quente,alto
73.0,45.94420203681228,10.0,373.0,sim,pintura,quente,alto
74.0,3.741350397724408,6.0,697.0,não,montagem,quente,baixo
74.0,1.8357299860155607,8.0,162.0,não,pintura,quente,alto
85.0,9.97275508028027,,512.0,sim,pintura,moderado,
100.0,7.31322339044973,8.0,299.0,não,soldagem,frio,alto
85.0,,6.0,287.0,não,pintura,moderado,alto
111.0,12.229207542904513,7.0,984.0,,soldagem,frio,
106.0,41.24526187595401,8.0,555.0,não,soldagem,quente,alto
114.0,16.01834132588653,,230.0,sim,montagem,frio,alto
115.0,7.406042990421713,9.0,857.0,não,montagem,moderado,alto
111.0,21.043630106591984,9.0,833.0,não,soldagem,moderado,alto
87.0,4.89128783321921,9.0,621.0,sim,pintura,moderado,baixo
,,10.0,811.0,,pintura,frio,alto
73.0,8.01543284507788,9.0,924.0,não,pintura,moderado,alto
102.0,28.02739717343564,6.0,170.0,sim,soldagem,moderado,alto
76.0,11.802609468385333,10.0,329.0,sim,pintura,frio,baixo
96.0,45.86433538527372,6.0,602.0,não,pintura,moderado,alto
97.0,10.89413966858892,6.0,842.0,não,pintura,,alto
80.0,23.37525992211727,6.0,502.0,não,montagem,moderado,baixo
112.0,0.8694441699106603,10.0,533.0,não,pintura,quente,alto
119.0,6.043085154393813,7.0,388.0,não,montagem,frio,
119.0,8.084039007671512,6.0,547.0,sim,montagem,moderado,alto
,41.38338566592763,11.0,,não,soldagem,quente,
119.0,31.190419615881538,6.0,466.0,não,pintura,frio,alto
85.0,2.002026406197366,6.0,191.0,,pintura,,baixo
87.0,9.028452910739116,7.0,139.0,não,pintura,frio,alto
88.0,43.42269642517544,9.0,292.0,não,pintura,quente,alto
83.0,15.330845726213887,9.0,131.0,não,pintura,,alto
81.0,10.45301366034488,8.0,259.0,sim,pintura,,baixo
113.0,39.82631407691768,11.0,631.0,não,pintura,moderado,alto
111.0,19.826911764024974,10.0,864.0,sim,,quente,alto
98.0,24.192170813816126,10.0,647.0,sim,pintura,frio,alto
98.0,35.2515170225697,7.0,577.0,sim,pintura,quente,alto
71.0,45.40241634551725,7.0,901.0,não,montagem,moderado,alto
107.0,34.927057137067614,7.0,132.0,sim,montagem,quente,
91.0,19.687384066278362,8.0,121.0,não,montagem,,alto
84.0,48.21037498972992,9.0,129.0,não,montagem,frio,alto
89.0,27.413796770538994,10.0,468.0,não,soldagem,frio,alto
112.0,45.11568964321005,8.0,402.0,não,soldagem,moderado,alto
113.0,44.38111527337437,11.0,363.0,sim,pintura,quente,alto
71.0,25.54431207115225,6.0,383.0,não,pintura,quente,baixo
88.0,10.41930148917371,9.0,696.0,sim,pintura,frio,baixo
106.0,18.597307555800896,8.0,172.0,não,pintura,frio,alto
98.0,8.766007188012148,9.0,,não,soldagem,moderado,alto
88.0,7.9328630872692205,6.0,307.0,sim,soldagem,quente,baixo
88.0,44.74663203448176,10.0,420.0,não,pintura,,alto
98.0,7.039778585982676,6.0,712.0,não,soldagem,frio,alto
110.0,48.743541923340445,8.0,853.0,sim,,quente,alto
81.0,13.900762876587336,6.0,744.0,não,montagem,quente,baixo
95.0,22.929614805230525,11.0,922.0,sim,soldagem,moderado,
,9.275822001591754,11.0,623.0,não,montagem,frio,alto
111.0,18.664731814476,7.0,749.0,não,pintura,frio,alto
95.0,29.954193701986625,8.0,309.0,não,soldagem,frio,alto
80.0,45.80162845530636,11.0,306.0,não,,frio,alto
88.0,47.117804723046675,7.0,,não,montagem,moderado,alto
,2.660485906931298,8.0,602.0,sim,,moderado,baixo
106.0,26.591347413217196,6.0,474.0,não,pintura,quente,alto
113.0,6.802658720825249,10.0,475.0,não,soldagem,moderado,alto
111.0,7.259567800829919,7.0,343.0,não,soldagem,moderado,alto
105.0,41.04441812800684,11.0,730.0,não,soldagem,frio,alto
92.0,16.306539192586804,6.0,947.0,não,soldagem,quente,alto
114.0,49.23050764978935,7.0,459.0,não,montagem,frio,alto
91.0,39.893257695900594,8.0,940.0,sim,pintura,frio,alto
87.0,27.34913050486838,8.0,960.0,sim,pintura,moderado,baixo
102.0,1.7789745154272008,10.0,435.0,sim,montagem,,alto
97.0,3.6123238132960758,9.0,559.0,sim,soldagem,quente,alto
78.0,30.265214013714864,6.0,587.0,sim,soldagem,moderado,alto
104.0,42.00285755474561,11.0,863.0,sim,montagem,frio,alto
116.0,25.8275797873685,11.0,393.0,sim,pintura,frio,alto
104.0,43.61959331910853,9.0,772.0,não,montagem,moderado,alto
,20.08842847473744,8.0,977.0,sim,montagem,quente,alto
,46.02390924522761,7.0,672.0,sim,montagem,quente,
110.0,44.51908594147256,11.0,828.0,não,soldagem,moderado,alto
116.0,31.426526402807255,9.0,826.0,não,soldagem,frio,alto
94.0,44.93006745998691,11.0,658.0,sim,soldagem,moderado,alto
108.0,26.868477508601487,,964.0,sim,pintura,quente,alto
77.0,5.150307011780642,11.0,874.0,não,soldagem,quente,alto
111.0,36.99045149553912,10.0,824.0,sim,soldagem,quente,alto
80.0,32.15165538975684,7.0,622.0,não,soldagem,quente,alto
108.0,,6.0,814.0,sim,pintura,moderado,alto
112.0,2.06858792506453,,440.0,,soldagem,frio,alto
89.0,5.083852271364159,8.0,566.0,sim,montagem,moderado,baixo
76.0,49.89654720339486,,318.0,não,montagem,moderado,alto
119.0,38.35706709294016,7.0,495.0,sim,montagem,frio,alto
80.0,23.40241977157625,7.0,805.0,sim,soldagem,quente,baixo
92.0,33.5179206609652,7.0,809.0,não,soldagem,frio,alto
107.0,41.65007624209083,6.0,970.0,não,soldagem,quente,alto
113.0,45.4799047482699,10.0,215.0,não,pintura,quente,alto
,42.92741519489211,6.0,650.0,sim,soldagem,moderado,alto
92.0,27.203312128166452,9.0,434.0,sim,montagem,,alto
111.0,45.52722753685011,9.0,864.0,não,,moderado,alto
70.0,39.462860682948964,11.0,375.0,,soldagem,frio,alto
118.0,,9.0,271.0,não,montagem,frio,alto
116.0,5.144888150452587,8.0,477.0,não,soldagem,,alto
85.0,36.64072622572655,9.0,617.0,não,montagem,frio,alto
115.0,42.542192028340445,,642.0,sim,pintura,frio,alto
102.0,22.14857572029218,10.0,426.0,não,montagem,frio,alto
117.0,38.21878799707758,6.0,391.0,sim,soldagem,frio,alto
72.0,37.31778262798664,11.0,703.0,não,montagem,frio,alto
102.0,23.654595001030582,8.0,389.0,sim,pintura,moderado,alto
112.0,20.215945875582904,11.0,469.0,sim,montagem,frio,alto
72.0,3.7286846402256826,10.0,827.0,não,soldagem,frio,alto
117.0,49.00596651024303,8.0,455.0,sim,pintura,moderado,alto
96.0,10.214068526136783,8.0,105.0,não,montagem,moderado,alto
72.0,7.46202243071053,10.0,943.0,sim,montagem,moderado,baixo
,4.042887992784267,10.0,340.0,sim,soldagem,,baixo
,25.52139205280477,10.0,671.0,não,montagem,moderado,alto
101.0,3.3769075320773,10.0,386.0,não,montagem,frio,alto
,43.88330748704832,11.0,385.0,,soldagem,quente,alto
89.0,10.077300867407867,11.0,118.0,sim,montagem,frio,baixo
82.0,45.857510350203725,7.0,249.0,não,pintura,moderado,
113.0,42.89162734726976,9.0,512.0,não,soldagem,moderado,alto
79.0,1.9934840307333002,7.0,246.0,não,pintura,moderado,alto
88.0,28.790262879961638,11.0,313.0,sim,pintura,moderado,baixo
90.0,9.113043797016045,6.0,605.0,sim,pintura,quente,baixo
114.0,6.810135284072899,7.0,987.0,não,soldagem,quente,alto
76.0,25.78525134564238,6.0,275.0,sim,montagem,moderado,baixo
116.0,9.546135097299585,7.0,,não,montagem,moderado,alto
116.0,22.584559372837496,6.0,558.0,sim,soldagem,moderado,alto
95.0,2.6349986010138604,11.0,391.0,sim,soldagem,quente,alto
74.0,23.528067759742697,9.0,630.0,não,pintura,quente,alto
89.0,8.519835731014947,9.0,214.0,sim,montagem,frio,baixo
94.0,5.796418443531093,9.0,487.0,não,,moderado,alto
,4.176970298158189,10.0,754.0,não,pintura,frio,alto
99.0,31.905459372272038,8.0,867.0,sim,montagem,moderado,alto
89.0,3.2303636927254353,6.0,802.0,sim,soldagem,frio,
85.0,29.109824037918063,6.0,481.0,não,pintura,quente,baixo
113.0,3.9355682214315344,11.0,824.0,não,pintura,,alto
95.0,24.60811167338615,10.0,225.0,sim,soldagem,quente,alto
71.0,11.486998043544078,9.0,359.0,sim,soldagem,moderado,baixo
96.0,7.077020492013508,11.0,179.0,não,soldagem,moderado,alto
107.0,48.0220181575635,11.0,351.0,não,soldagem,quente,alto
106.0,17.421400700743018,6.0,832.0,não,pintura,quente,alto
74.0,16.207535562036213,9.0,509.0,,soldagem,quente,baixo
97.0,48.59478270630754,9.0,739.0,não,montagem,quente,alto
80.0,,7.0,,sim,soldagem,frio,alto
115.0,29.809835394712113,9.0,439.0,não,soldagem,,alto
91.0,9.831971886179602,6.0,164.0,não,soldagem,quente,alto
82.0,31.227256164118938,11.0,180.0,não,pintura,frio,alto
113.0,,9.0,359.0,não,pintura,quente,alto
71.0,43.24394585487409,9.0,199.0,não,soldagem,quente,alto
88.0,43.29428158907691,8.0,647.0,não,pintura,moderado,alto
73.0,4.669342596563059,9.0,437.0,sim,montagem,frio,baixo
71.0,14.019440627970258,11.0,359.0,,montagem,,alto
97.0,24.047832831603028,10.0,816.0,sim,montagem,quente,alto
73.0,23.714503489312882,9.0,733.0,sim,montagem,frio,baixo
110.0,24.330709880253803,9.0,854.0,sim,pintura,frio,alto
109.0,,11.0,381.0,sim,montagem,,alto
81.0,19.911534115636755,8.0,407.0,sim,pintura,frio,
95.0,40.71868423470799,,940.0,sim,pintura,quente,alto
76.0,23.82338448006902,10.0,248.0,sim,soldagem,moderado,baixo
90.0,21.773238285092788,7.0,289.0,sim,soldagem,moderado,baixo
,47.18998402072734,11.0,627.0,não,montagem,frio,alto
99.0,14.949188981096395,9.0,,sim,soldagem,frio,alto
,15.015509648775382,7.0,137.0,não,montagem,quente,alto
113.0,42.197899774871686,11.0,513.0,sim,montagem,moderado,alto
81.0,22.324429885928787,6.0,253.0,sim,,frio,baixo
105.0,30.50143839449595,6.0,581.0,não,soldagem,frio,alto
86.0,3.34596165445587,8.0,183.0,sim,montagem,moderado,baixo
119.0,26.18587738984834,7.0,223.0,sim,pintura,moderado,alto
84.0,27.211528759727464,6.0,122.0,não,soldagem,moderado,baixo
73.0,31.31638298296583,8.0,963.0,sim,pintura,moderado,alto
85.0,4.2462470088976465,6.0,513.0,não,pintura,frio,baixo
77.0,43.11058741437026,7.0,,sim,soldagem,moderado,
85.0,21.003832779839716,7.0,974.0,sim,montagem,moderado,baixo
105.0,14.804990237561272,11.0,827.0,sim,,quente,alto
70.0,28.79719000802443,8.0,795.0,sim,montagem,frio,baixo
116.0,27.164121611486948,7.0,166.0,sim,soldagem,moderado,alto
83.0,9.33795175766592,9.0,955.0,sim,soldagem,frio,baixo
107.0,15.263145489286622,,377.0,sim,soldagem,moderado,alto
82.0,34.58674452729423,11.0,861.0,sim,pintura,quente,alto
90.0,10.548057675354189,9.0,220.0,não,pintura,moderado,alto
,23.5719807794672,10.0,987.0,sim,montagem,moderado,baixo
112.0,43.68951793597083,,,não,soldagem,quente,alto
118.0,1.2718104331349511,8.0,926.0,não,soldagem,quente,alto
111.0,41.94257966425536,11.0,364.0,sim,,moderado,alto
106.0,43.25342790939276,11.0,954.0,sim,montagem,moderado,alto
92.0,36.022564914689816,6.0,954.0,não,montagem,frio,alto
85.0,30.13747542546455,11.0,759.0,sim,soldagem,moderado,alto
81.0,23.099890777614167,10.0,382.0,não,pintura,quente,alto
98.0,33.33471802347407,6.0,638.0,sim,pintura,moderado,alto
73.0,40.32957984949119,6.0,160.0,não,soldagem,,
113.0,11.685908611513801,8.0,896.0,não,pintura,frio,alto
104.0,45.48818515861272,9.0,551.0,sim,soldagem,frio,alto
109.0,14.264174363522386,11.0,370.0,sim,soldagem,quente,alto
110.0,0.6791121041448966,11.0,234.0,sim,soldagem,frio,alto
106.0,34.45722882142749,6.0,183.0,não,soldagem,frio,alto
83.0,45.86305753334414,7.0,300.0,não,,,alto
89.0,43.3741395366732,10.0,467.0,,montagem,moderado,alto
116.0,9.515916345470027,,942.0,não,montagem,moderado,alto
101.0,47.62130991458488,8.0,421.0,não,pintura,frio,alto
93.0,47.020142166152034,9.0,,não,soldagem,moderado,alto
93.0,32.6407003924768,10.0,421.0,não,soldagem,frio,
92.0,12.779118401381284,10.0,460.0,não,,quente,alto
108.0,20.922146211228604,10.0,989.0,sim,pintura,moderado,alto
74.0,26.77401763329776,8.0,943.0,não,pintura,moderado,alto
100.0,26.35059499196587,,610.0,não,montagem,moderado,alto
118.0,28.979114332996915,8.0,808.0,sim,pintura,,alto
84.0,12.80261432342299,8.0,599.0,não,montagem,frio,alto
86.0,9.547814564443824,8.0,988.0,sim,montagem,quente,baixo
84.0,48.73166205875849,7.0,526.0,sim,montagem,moderado,alto
,,8.0,107.0,,montagem,moderado,alto
86.0,16.24385320486001,8.0,662.0,não,montagem,quente,alto
102.0,48.52230521057187,10.0,,não,montagem,moderado,alto
82.0,36.089108481367646,10.0,477.0,não,soldagem,quente,alto
88.0,28.136739101535845,11.0,702.0,não,,frio,alto
70.0,0.6899255592037523,9.0,692.0,não,,frio,alto
87.0,43.58264844709719,,821.0,sim,montagem,frio,alto
102.0,38.17703938298629,7.0,564.0,sim,pintura,frio,alto
83.0,5.047664821551945,,815.0,,soldagem,quente,baixo
84.0,40.48910778184931,8.0,147.0,não,pintura,moderado,alto
,13.098318190327369,8.0,453.0,sim,soldagem,moderado,alto
117.0,40.450551617575094,11.0,355.0,sim,montagem,moderado,alto
78.0,42.1390072941949,6.0,,sim,montagem,moderado,alto
70.0,21.680130378745215,10.0,155.0,não,soldagem,quente,alto
112.0,4.001747722172588,7.0,233.0,não,pintura,quente,alto
100.0,28.000738385132607,9.0,419.0,sim,pintura,quente,alto
99.0,27.67788876998461,10.0,555.0,sim,soldagem,moderado,alto
70.0,40.238194389080064,9.0,206.0,,soldagem,frio,alto
114.0,4.625005220334078,11.0,243.0,sim,montagem,frio,alto
112.0,34.96399382366944,6.0,691.0,sim,soldagem,frio,alto
79.0,42.18132567328045,11.0,512.0,sim,montagem,frio,alto
77.0,26.384855784228193,9.0,823.0,não,pintura,moderado,alto
109.0,15.587544214155347,9.0,371.0,não,pintura,quente,alto
115.0,12.262075518689159,10.0,493.0,não,,moderado,alto
74.0,15.687440074353098,8.0,352.0,sim,,quente,baixo
106.0,44.75752542942739,11.0,506.0,não,montagem,quente,alto
95.0,,8.0,855.0,não,montagem,quente,alto
118.0,33.24337248008743,9.0,449.0,sim,soldagem,frio,alto
87.0,3.553652214844083,9.0,852.0,não,soldagem,frio,alto
100.0,30.648629389911314,11.0,103.0,não,soldagem,frio,
78.0,42.98209953945428,6.0,456.0,não,montagem,quente,alto
78.0,9.576701065307624,11.0,523.0,sim,montagem,quente,baixo
110.0,12.982673466951072,7.0,567.0,sim,soldagem,quente,alto
116.0,48.76422818858312,9.0,866.0,sim,soldagem,frio,alto
112.0,27.296628978108817,9.0,586.0,não,montagem,frio,alto
109.0,35.46448909010987,8.0,362.0,sim,soldagem,quente,alto
108.0,16.886112025511313,7.0,394.0,sim,montagem,moderado,alto
116.0,13.500414401666522,6.0,297.0,sim,pintura,quente,alto
72.0,2.6423551601884143,9.0,289.0,sim,montagem,frio,baixo
80.0,,8.0,106.0,sim,pintura,frio,baixo
79.0,32.053312686208194,10.0,233.0,sim,pintura,moderado,
117.0,15.551819309189591,11.0,741.0,não,montagem,frio,alto
71.0,7.619480620795743,10.0,174.0,não,pintura,quente,alto
78.0,4.4251509621012595,7.0,605.0,sim,soldagem,quente,baixo
82.0,43.11569974626085,6.0,187.0,sim,soldagem,quente,alto
114.0,24.22261590189451,11.0,480.0,sim,soldagem,frio,alto
89.0,19.232317611824833,11.0,425.0,não,pintura,frio,alto
94.0,9.666055175534039,8.0,849.0,não,montagem,frio,alto
91.0,24.04316551290833,10.0,918.0,não,montagem,quente,alto
115.0,45.906996769205136,10.0,853.0,sim,montagem,quente,alto
90.0,19.67723972777672,9.0,663.0,não,soldagem,quente,alto
73.0,,6.0,827.0,sim,montagem,frio,baixo
114.0,38.072269145432536,10.0,549.0,sim,soldagem,quente,alto
104.0,,6.0,153.0,sim,,moderado,alto
76.0,35.584092578605706,10.0,395.0,sim,soldagem,frio,alto
70.0,37.11053457650685,10.0,626.0,não,soldagem,quente,alto
101.0,40.28670568982967,10.0,608.0,sim,montagem,moderado,alto
75.0,10.86936901060036,7.0,106.0,não,soldagem,moderado,alto
,7.673052974025235,6.0,957.0,não,soldagem,frio,baixo
115.0,16.207340392799267,7.0,772.0,não,pintura,moderado,alto
83.0,34.228217567378834,8.0,157.0,não,montagem,moderado,alto
104.0,47.44700726919099,8.0,389.0,não,montagem,quente,alto
89.0,33.59238368792729,9.0,174.0,sim,,frio,alto
111.0,49.0546726563707,9.0,283.0,sim,soldagem,moderado,alto
115.0,31.138635006334592,7.0,506.0,sim,pintura,frio,alto
79.0,48.12936173376667,9.0,410.0,sim,soldagem,frio,alto
80.0,36.204682679528375,6.0,599.0,sim,soldagem,frio,alto
83.0,17.09553558956816,7.0,124.0,não,pintura,frio,alto
112.0,34.0266126884445,7.0,943.0,não,montagem,frio,alto
99.0,8.768463339763311,7.0,570.0,,montagem,moderado,alto
94.0,20.78769591263214,10.0,196.0,não,soldagem,frio,alto
109.0,17.323728338174245,7.0,397.0,não,pintura,frio,alto
81.0,39.83557122247209,9.0,860.0,não,soldagem,quente,
89.0,42.92944143578701,10.0,824.0,sim,montagem,frio,alto
99.0,37.869953441016484,8.0,477.0,não,montagem,moderado,alto
114.0,41.97682371338582,10.0,739.0,não,pintura,frio,alto
99.0,3.872376429798435,10.0,268.0,não,pintura,quente,alto
95.0,41.84311825838052,11.0,625.0,não,soldagem,frio,alto
81.0,10.913803704078406,9.0,702.0,sim,pintura,moderado,baixo
86.0,38.086047911683565,9.0,236.0,não,montagem,quente,alto
114.0,24.227792100422285,8.0,719.0,sim,montagem,moderado,alto
111.0,12.336020970348166,7.0,720.0,sim,montagem,quente,alto
107.0,39.31256215860927,9.0,830.0,sim,montagem,frio,alto
77.0,1.2629296435590576,7.0,813.0,não,pintura,moderado,alto
83.0,49.50706005644127,9.0,466.0,não,pintura,frio,alto
114.0,25.695918514126642,9.0,458.0,sim,montagem,,alto
90.0,21.184032512310473,10.0,933.0,sim,soldagem,frio,baixo
118.0,28.103754046705866,10.0,523.0,sim,montagem,frio,alto
76.0,44.2372294587749,10.0,199.0,não,soldagem,quente,alto
87.0,14.175032402440857,,478.0,não,montagem,quente,alto
112.0,12.566528455979759,11.0,413.0,não,,frio,alto
86.0,36.50794075245957,11.0,593.0,não,montagem,moderado,alto
81.0,21.677391549074564,9.0,173.0,,pintura,,alto
105.0,24.828139727962313,7.0,407.0,sim,pintura,moderado,alto
93.0,24.371722923074323,9.0,200.0,não,montagem,moderado,alto
90.0,40.202333906958344,,793.0,sim,montagem,quente,alto
114.0,11.055885300714918,9.0,633.0,não,montagem,quente,alto
,15.536160467063715,10.0,616.0,sim,montagem,frio,alto
86.0,23.425381358226016,7.0,209.0,sim,montagem,moderado,baixo
70.0,5.446638806585185,9.0,931.0,sim,soldagem,frio,baixo
80.0,12.549104910565239,7.0,768.0,não,,quente,alto
84.0,39.60683607757716,9.0,323.0,não,montagem,moderado,alto
114.0,26.652342006207697,6.0,924.0,sim,pintura,moderado,alto
81.0,30.737693425770367,11.0,717.0,não,montagem,moderado,alto
108.0,16.774833245622368,8.0,800.0,não,pintura,quente,alto
75.0,30.040516790847832,9.0,,não,pintura,frio,alto
111.0,17.920270348275125,7.0,735.0,não,montagem,quente,alto
,13.695426927618081,11.0,294.0,sim,pintura,moderado,baixo
78.0,17.835072145182668,10.0,580.0,sim,soldagem,frio,baixo
90.0,46.292863279434954,8.0,779.0,sim,,frio,alto
113.0,29.040644419789334,8.0,302.0,não,montagem,moderado,
70.0,21.731217140157614,,139.0,sim,montagem,frio,baixo
92.0,38.9952560163037,6.0,940.0,sim,pintura,quente,alto
88.0,5.304815181528799,9.0,575.0,,montagem,frio,baixo
103.0,27.923536793027164,8.0,347.0,não,montagem,quente,alto
81.0,15.014105494523488,7.0,960.0,sim,soldagem,moderado,baixo
79.0,17.627760690043903,10.0,640.0,não,montagem,frio,alto
87.0,27.260094544358537,8.0,330.0,sim,soldagem,frio,baixo
